fixture_id,player_id,team,date,competition_id,competition,team_id,opponent,opponent_id,team_score,opp_score,player_name,jersey,started,minutes,yellow_cards,red_cards,available__minutes,available__yellow_cards,available__red_cards,tries,available__tries,try_assists,available__try_assists,conversion_goals,available__conversion_goals,penalty_goals,available__penalty_goals,drop_goals_converted,available__drop_goals_converted,metres,available__metres,defenders_beaten,available__defenders_beaten,clean_breaks,available__clean_breaks,offload,available__offload,runs,available__runs,tackles,available__tackles,missed_tackles,available__missed_tackles,dominant_tackles,available__dominant_tackles,tackle_success,available__tackle_success,tackle_turnover,available__tackle_turnover,tackle_try_saver,available__tackle_try_saver,rucks_won,available__rucks_won,rucks_lost,available__rucks_lost,passes,available__passes,bad_passes,available__bad_passes,lineouts_won,available__lineouts_won,turnovers_conceded,available__turnovers_conceded,penalties_conceded,available__penalties_conceded,missed_conversion_goals,available__missed_conversion_goals,missed_penalty_goals,available__missed_penalty_goals,drop_goal_missed,available__drop_goal_missed,points,available__points,source,source_priority,competition_level,season,round,position,is_forward,fifty_22,available__fifty_22,lineout_steals,available__lineout_steals,scrums_won,available__scrums_won,kicks_retained,available__kicks_retained,potm,available__potm,home_away,result,margin,fantasy_pts_recon,source_count,match_at,competition_id_cache,competition_cache,calendar_year,source_season,source_game_week,source_round,provenance__minutes,provenance__yellow_cards,provenance__red_cards,provenance__tries,provenance__try_assists,provenance__conversion_goals,provenance__missed_conversion_goals,provenance__penalty_goals,provenance__missed_penalty_goals,provenance__drop_goals_converted,provenance__drop_goal_missed,provenance__defenders_beaten,provenance__clean_breaks,provenance__offload,provenance__runs,provenance__tackles,provenance__missed_tackles,provenance__rucks_won,provenance__rucks_lost,provenance__passes,provenance__bad_passes,provenance__turnovers_conceded,provenance__penalties_conceded,provenance__metres,provenance__dominant_tackles,provenance__tackle_turnover,provenance__tackle_try_saver,provenance__lineouts_won,hemisphere,provenance__fifty_22,provenance__lineout_steals,provenance__scrums_won,provenance__kicks_retained,provenance__potm,benchmark_row_id,canonical_pos,predicted,official_pts,multiplier
8524015,164232,Italy,2026-02-22,1266,Six Nations,2873,France,1967,,,Danilo Fischetti,1,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Prop,True,,False,,False,,False,,False,,False,away,L,-25.0,6.0,3,2026-02-22 15:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,155355,Prop,16.734497769463392,6.0,1
8523997,136680,England,2026-02-21,1266,Six Nations,1667,Ireland,1817,,,Ellis Genge,1,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Prop,True,,False,,False,,False,,False,,False,home,L,-21.0,9.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154915,Prop,15.856310881317953,13.0,1
8523997,186096,Ireland,2026-02-21,1266,Six Nations,1817,England,1667,,,Dan Sheehan,2,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Hooker,True,,False,,False,,False,,False,,False,away,W,21.0,31.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154951,Hooker,22.756096084673324,43.0,1
8524006,232104,Wales,2026-02-21,1266,Six Nations,1517,Scotland,2117,,,Dafydd Jenkins,4,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Second-row,True,,False,,False,,False,,False,,False,home,L,-3.0,22.0,3,2026-02-21 16:40:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,155001,Second-row,22.112186304303105,24.0,1
8523997,218742,England,2026-02-21,1266,Six Nations,1667,Ireland,1817,,,Ollie Chessum,5,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Second-row,True,,False,,False,,False,,False,,False,home,L,-21.0,9.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154929,Second-row,20.834565928338975,14.0,1
8523997,342324,England,2026-02-21,1266,Six Nations,1667,Ireland,1817,,,Henry Pollock,8,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Back-row,True,,False,,False,,False,,False,,False,home,L,-21.0,15.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154932,Back-row,38.11024761932109,26.0,1
8523997,148680,Ireland,2026-02-21,1266,Six Nations,1817,England,1667,,,Caelan Doris,8,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Back-row,True,,False,,False,,False,,False,,False,away,W,21.0,30.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154948,Back-row,30.907681501407904,38.0,1
8523997,142404,England,2026-02-21,1266,Six Nations,1667,Ireland,1817,,,Ben Earl,7,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Back-row,True,,False,,False,,False,,False,,False,home,L,-21.0,9.0,3,2026-02-21 14:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,154917,Back-row,29.723075071230088,12.0,1
8524015,135318,France,2026-02-22,1266,Six Nations,1967,Italy,2873,,,Antoine Dupont,9,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Scrum-half,False,,False,,False,,False,,False,,False,home,W,25.0,31.0,3,2026-02-22 15:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,155333,Scrum-half,42.735401350496616,41.0,1
8524015,129822,France,2026-02-22,1266,Six Nations,1967,Italy,2873,,,Thomas Ramos,10,True,,,,False,False,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,raw_benchmark_candidate,999,international,2026,3.0,Fly-half,False,,False,,False,,False,,False,,False,home,W,25.0,45.0,3,2026-02-22 15:10:00+00:00,1266,Six Nations,2026,2026,3,3,event_log,event_log,event_log,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,match_stats_key,north,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,official_fixture_player,155330,Fly-half,42.961841838356854,56.0,2
